"Itemnumber","Collectionname","Groupnumber","Catintrono","Stylename","Roomname","Groupname","Piecename","Fabriccolor","Finishcolor","Assemblyrequired","Typeofpackaging","Pack","Dropship","Countryoforigin","Catalogdescription","Shippingweight","Cubes","Itemdesc","Cartonlength","Cartonwidth","Cartonheight","Product 1 Desc","Product 1 Length","Product 1 Width","Product 1 Height","Product 2 Desc","Product 2 Length","Product 2 Width","Product 2 Height","Product 3 Desc","Product 3 Length","Product 3 Width","Product 3 Height","Product 4 Desc","Product 4 Length","Product 4 Width","Product 4 Height","UPC",
"201850KWB1","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",0.01,5.69,"B1 = HEADBOARD, BOX 1 OF 3",79.88,32.88,3.75,,,,,,,,,,,,,,,,,21032241537,
"201850KWB2","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",0.01,5.52,"B2 = FOOTBOARD, BOX 2 OF 3",79.88,31.88,3.75,,,,,,,,,,,,,,,,,21032241544,
"201850KWB3","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",0.01,1.37,"B3 = SIDE RAIL & SLATS, BOX 3 OF 3",88,7.63,3.5,,,,,,,,,,,,,,,,,21032241551,
"201850Q","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",,,,,,,"QUEEN SIZE BED",87.75,67.75,55.75,,,,,,,,,,,,,,
"201850QB1","Grendel Collection","G201853",2012,"CON (CONTEMPORARY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",100.98,4.9,"B1 = HEADBOARD, BOX 1 OF 3",68.88,32.88,3.75,,,,,,,,,,,,,,,,,21032241568,
"201850QB2","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,4.76,"B2 = FOOTBOARD, BOX 2 OF 3",68.88,31.88,3.75,,,,,,,,,,,,,,,,,21032241575,
"201850QB3","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,1.26,"B3 = SIDE RAIL & SLATS, BOX 3 OF 3",84,7.25,3.5,,,,,,,,,,,,,,,,,21032241582,
"201851KE","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",,,,,,,"BOOKCASE STORAGE EASTERN KING BED",99.25,81,56.75,,,,,,,,,,,,,,
"201851KEB1","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",100.98,33.06,"B1 = HEADBOARD, BOX 1 OF 3",85.88,18.75,35.63,,,,,,,,,,,,,,,,,21032241599,
"201851KEB2","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,25.06,"B2 = FOOTBOARD + WOODEN BASE, BOX 2 OF 3",84.25,22.25,23.13,,,,,,,,,,,,,,,,,21032241605,
"201851KEB3","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,3.6,"B3 = SIDE RAIL & SLATS, BOX 3 OF 3",65.88,16.5,5.75,,,,,,,,,,,,,,,,,21032241612,
"201851Q","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",,,,,,,"BOOKCASE STORAGE QUEEN BED",99.25,66.25,56.75,,,,,,,,,,,,,,
"201851QB1","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",100.98,27.3,"B1 = HEADBOARD, BOX 1 OF 3",70.88,18.75,35.63,,,,,,,,,,,,,,,,,21032241650,
"201851QB2","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,20.61,"B2 = FOOTBOARD + WOODEN BASE, BOX 2 OF 3",69.2,22.2,23.13,,,,,,,,,,,,,,,,,21032241667,
"201851QB3","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Oak",1,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. This wall bed features many storage options from sliding storage doors in the headboard to the storage drawers in the footboard. Add the addition hutch to the night stands for additional storage shelves. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",39.6,3.6,"B3 = SIDE RAIL & SLATS, BOX 3 OF 3",66,16.5,5.75,,,,,,,,,,,,,,,,,21032241674,
201852,"Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","NIGHTSTAND",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",72.38,12.01,"NIGHT STAND",31.1,21.06,31.69,"NIGHT STAND",28,17.6,28.2,,,,,,,,,,,,,21032241681,
"201852H","Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","NIGHTSTAND",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",85.36,15.71,"NIGHT STAND WITH HUTCH",23.62,18.89,60.82,"NIGHT STAND WITH HUTCH",20.5,15.6,56.7,,,,,,,,,,,,,21032241698,
201853,"Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",125.4,40.85,"DRESSER WITH 2 DOORS",66.13,22.88,46.5,"DRESSER WITH 2 DOORS",63,19.5,43.1,,,,,,,,,,,,,21032241704,
201854,"Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",31.24,3.97,"MIRROR",3.25,42.38,3.75,"MIRROR",41.5,1.75,40.5,,,,,,,,,,,,,21032241711,
201855,"Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","CHEST",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",117.48,26.94,"CHEST",39,20.75,57.5,"CHEST",35.8,17.6,54,,,,,,,,,,,,,21032241728,
201857,"Grendel Collection","G201853",2012,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","MEDIA CHEST",,"Oak",0,"BOX",1,0,"Malaysia","The Grendel bedroom collection features an updated craftsman style. Slightly arched headboard and footboard boost a simple keyhole design and is enhanced by the medium oak finish. Drawers are constructed with dovetail sides and smooth metal on metal drawer glides. This collection is crafted from select hardwoods and ash veneers.",49.72,26.64,"MEDIA CHEST",50.38,0.75,43.88,"MEDIA CHEST",47.25,17.75,40.25,,,,,,,,,,,,,21032241742,
"201861KE","Valerie Collection","G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",,,,,,,"EASTERN KING BED",83,81.5,58,,,,,,,,,,,,,,
"201861KEB1",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",66,26.69,"B1 = HEADBOARD, BOX 1 OF 3",82,61.63,9.13,,,,,,,,,,,,,,,,,21032236908,
"201861KEB2",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",77,13.54,"B2 = FOOTBOARD & DRAWER, BOX 2 OF 3",82.5,21,13.5,,,,,,,,,,,,,,,,,21032236915,
"201861KEB3",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",96.8,6.11,"B3 = SIDE RAIL & SLATS, BOX 3 OF 3",9,13.38,8.88,,,,,,,,,,,,,,,,,21032236922,
"201861KW",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",0,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",,,,,,,"CALIFORNIA KING BED",87,81.5,58,,,,,,,,,,,,,,
"201861KWB1",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",66,26.69,"B1 = HEADBOARD, BOX 1 OF 3",82,61.63,9.13,,,,,,,,,,,,,,,,,21032236939,
"201861KWB2",,"G201863",2012,"TRN (TRANSITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Black",1,"BOX",1,0,"Vietnam","The beautifully designed Valerie bedroom group features a padded black leather like vinyl headboard with decorative nickel finish nailheads and storage drawers in the footboard. Matching case pieces are constructed with dovetail drawers and smooth metal on metal drawer glides. Finished in a gorgeous black with a slight sheen.",77,13.54,"B2 = FOOTBOARD & DRAWER, BOX 2 OF 3",82.5,21,13.5,,,,,,,,,,,,,,,,,21032236946,
